Year,Term,YearTerm,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Students,Primary Instructor
2023,Fall,2023-fa,HORT,106,The Sustainable Home Garden,ONL,12,17,8,4,8,4,3,2,0,1,1,0,3,0,63,"Taylor, Andrea F"
2023,Fall,2023-fa,HORT,344,Planting Biodivrsty&Aesthetic,ONL,3,4,5,6,2,1,1,0,0,0,0,0,2,0,24,"Taylor, Andrea F"
2023,Fall,2023-fa,HRD,411,Instruct & Train System Design,ONL,7,19,1,1,0,0,0,0,0,0,0,0,5,1,33,"Hrubec, Deborah A"
2023,Fall,2023-fa,HRD,472,Learning Technologies,ONL,1,20,2,0,0,1,0,0,0,0,0,0,0,0,24,"Best, Kelly J"
2023,Fall,2023-fa,HRD,472,Learning Technologies,ONL,1,35,4,0,1,0,0,0,0,0,0,0,10,0,51,
2023,Fall,2023-fa,HRD,585,Program Evaluation,ONL,12,8,1,2,0,0,0,1,0,0,0,0,0,0,24,"Oh, Eunjung"
2023,Fall,2023-fa,IB,100,Biology in Today's World,OLC,34,46,7,1,1,4,2,1,1,2,0,2,6,1,107,"Chen, Liqing"
2023,Fall,2023-fa,IB,104,Animal Biology,LEC,3,12,16,16,10,5,5,5,6,1,0,0,0,0,79,"Arias, Lily"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,1,18,0,0,4,0,0,0,0,0,0,0,0,0,23,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,18,0,0,6,0,0,0,0,0,0,0,0,0,24,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,22,0,0,1,0,0,0,0,0,0,0,0,0,23,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,19,0,0,3,0,0,1,0,0,0,0,0,0,23,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,22,0,0,1,0,0,0,0,0,0,0,1,0,24,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,17,0,0,5,0,0,0,0,0,0,0,0,0,22,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,21,0,0,2,0,0,0,0,0,0,0,0,0,23,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,20,0,0,3,0,0,1,0,0,0,0,0,0,24,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,110,Race and Environmental Biology,DIS,0,18,0,0,3,0,0,0,0,0,0,0,0,0,21,"Harmon-Threatt, Alexandra"
2023,Fall,2023-fa,IB,150,Organismal & Evolutionary Biol,LEC,21,146,71,71,89,57,35,48,24,19,18,8,7,3,614,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,151,Organismal & Evol Biol Lab,LAB,16,3,1,1,1,0,0,0,0,0,0,0,0,0,22,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,151,Organismal & Evol Biol Lab,LAB,17,5,0,1,0,0,0,0,0,0,0,0,0,0,23,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,151,Organismal & Evol Biol Lab,LAB,15,6,1,0,0,1,0,0,0,0,0,0,0,0,23,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,199,IB150 Special Discussion,DIS,0,39,0,0,0,0,0,1,0,0,0,0,0,0,40,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,199,IB150 Special Discussion,DIS,0,26,0,0,1,0,0,0,0,0,0,0,0,0,27,"Clegg, Benjamin F"
2023,Fall,2023-fa,IB,203,Ecology,LAB,0,8,4,4,2,0,3,0,0,0,0,0,0,0,21,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,203,Ecology,LAB,1,7,3,3,5,0,1,1,0,1,0,0,0,0,22,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,203,Ecology,LAB,0,8,0,2,9,1,0,2,0,0,0,0,0,0,22,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,203,Ecology,LAB,0,11,4,1,5,0,0,0,0,0,0,1,0,0,22,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,203,Ecology,LAB,0,11,2,2,4,1,0,1,0,0,0,0,0,0,21,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,203,Ecology,LAB,0,8,3,2,5,2,1,0,0,0,0,0,0,0,21,"O'Dwyer, James P"
2023,Fall,2023-fa,IB,204,Genetics,LEC,5,58,39,27,73,29,11,24,7,2,7,2,3,0,287,"Burgess, Steven James"
2023,Fall,2023-fa,IB,230,Pandemics,OLC,23,20,5,2,2,0,0,0,0,0,0,0,2,0,54,"Allan, Brian F"
2023,Fall,2023-fa,IB,270,Evolution of Molecules & Cells,LEC,0,9,6,5,3,1,0,0,0,0,0,0,0,0,24,"Fischer, Eva K"
2023,Fall,2023-fa,IB,303,Anatomy,LEC,0,28,11,8,24,4,5,8,2,1,3,0,1,0,95,"Anderson, Philip S"
2023,Fall,2023-fa,IB,360,Evolution and Human Health,LEC,30,85,0,1,1,0,0,0,0,0,0,0,0,0,117,"Roseman, Charles C"
2023,Fall,2023-fa,IB,362,Marine Biology,LEC,0,37,11,12,8,4,0,1,0,1,0,0,0,0,74,"Caceres, Carla E"
2023,Fall,2023-fa,IB,364,Genomics and Human Health,ONL,24,13,0,1,3,0,0,0,0,0,1,0,1,1,43,"Marshall-Colon, Amy"
2023,Fall,2023-fa,IB,372,Ecology and Evolution,LEC,0,13,3,5,2,0,0,0,0,0,0,0,0,0,23,"Dalling, James W"
2023,Fall,2023-fa,IB,401,Introduction to Entomology,LEC,0,15,0,0,4,0,0,3,0,0,0,0,0,0,22,"Hanks, Lawrence M"
2023,Fall,2023-fa,IB,411,Bioinspiration,OLC,28,22,8,4,3,0,0,0,0,1,0,0,2,0,68,"Alleyne, Marianne"
2023,Fall,2023-fa,IB,462,Mammalogy,LEC,3,11,7,3,0,1,1,2,0,1,0,0,0,0,29,"Miller, Daniel J"
2023,Fall,2023-fa,IB,468,Insect Classification and Evol,LEC,10,3,1,3,1,1,0,2,0,0,0,0,0,0,21,"Evangelista, Dominic"
2023,Fall,2023-fa,IB,482,Insect Pest Management,LEC,0,18,0,0,5,0,0,1,0,0,1,0,0,0,25,"Hanks, Lawrence M"
2023,Fall,2023-fa,IB,517,Analysis Bio Data in R,LCD,20,34,1,1,1,0,0,0,0,0,0,0,0,0,57,"Fuller, Becky C"
2023,Fall,2023-fa,IE,300,Analysis of Data,LEC,3,6,8,7,8,10,11,8,2,1,1,0,1,1,66,"Beck, Carolyn L"
2023,Fall,2023-fa,IE,300,Analysis of Data,LEC,0,7,15,6,20,6,4,7,1,1,0,0,1,0,68,"Vogiatzis, Chrysafis"
2023,Fall,2023-fa,IE,310,Determin Models in Optmzation,LCD,0,29,27,6,8,3,0,2,0,0,0,0,0,0,75,"Chandrasekaran, Karthekey"
2023,Fall,2023-fa,IE,360,Facilities Planning and Design,LEC,9,30,21,2,4,3,0,0,0,0,0,0,1,0,70,"Gupta, Avinash"
2023,Fall,2023-fa,IE,400,Design & Anlys of Experiments,OLC,2,17,7,15,12,10,11,12,2,2,0,0,0,0,90,"King, Douglas M"
2023,Fall,2023-fa,IE,405,Computing for ISE,LCD,2,10,24,26,10,2,0,0,0,0,0,0,0,0,74,"Garg, Jugal"
2023,Fall,2023-fa,IE,411,Optimization of Large Systems,LCD,5,10,8,2,3,1,1,0,0,0,0,0,0,0,30,"Hanasusanto, Grani Adiwen"
2023,Fall,2023-fa,IE,412,OR Models for Mfg Systems,LCD,2,7,0,3,3,4,3,1,2,1,1,0,0,0,27,"King, Douglas M"
2023,Fall,2023-fa,IE,421,High Frequency Trading Tech,OLC,7,14,1,1,1,1,0,0,0,0,0,0,0,0,25,"Lariviere, David"
2023,Fall,2023-fa,IE,431,Design for Six Sigma,LCD,0,13,13,4,9,3,1,0,0,0,0,0,0,0,43,"Kim, Harrison H"
2023,Fall,2023-fa,IE,434,Deep Learning: Math/Appl.,LCD,12,14,4,3,0,0,0,0,0,0,0,0,0,0,33,"Sowers, Richard B"
2023,Fall,2023-fa,IE,522,Statistical Methods in Finance,LCD,3,9,3,5,5,0,0,0,0,0,0,0,0,0,25,"Feng, Liming"
2023,Fall,2023-fa,IE,523,Financial Computing,LCD,0,8,11,5,1,1,0,0,0,0,0,0,0,0,26,"Sreenivas, Ramavarapu S"
2023,Fall,2023-fa,IE,524,Optimization in Finance,LCD,1,15,4,6,3,1,0,0,0,0,0,0,0,0,30,"Wang, Qiong"
2023,Fall,2023-fa,IE,532,Analysis of Network Data,LCD,0,32,10,6,0,1,0,0,0,0,0,0,0,0,49,"Vogiatzis, Chrysafis"
2023,Fall,2023-fa,IHLT,101,Introduction to i-Health,LCD,0,116,0,0,12,0,0,3,0,0,0,0,0,0,131,"Holterman, Christopher J"
2023,Fall,2023-fa,IHLT,102,Survey of Interdisc Health,LEC,82,23,18,7,2,4,0,2,0,0,0,1,1,0,140,"Starwalt, Wendy E"
2023,Fall,2023-fa,IHLT,230,Leadership in Health,LCD,5,9,1,3,1,2,0,0,0,0,0,0,0,0,21,"DiFilippo, Kristen N"
2023,Fall,2023-fa,IHLT,232,Health Equity in the U.S.,LCD,12,19,0,1,1,0,1,0,0,0,0,0,0,0,34,"Frasca, Elizabeth A"
2023,Fall,2023-fa,IHLT,232,Health Equity in the U.S.,ONL,202,179,78,24,38,34,14,6,6,1,1,2,16,3,601,"Quintero Silva, Laura M"
2023,Fall,2023-fa,IHLT,240,Aging and Health Policy,LCD,7,11,2,0,1,0,0,0,0,0,0,0,0,0,21,"Mamaril, Cezar Brian C"
2023,Fall,2023-fa,IHLT,375,Interdis Collab in Health Serv,LEC,11,23,5,1,3,0,1,0,0,0,0,1,0,0,45,"DiFilippo, Kristen N"
2023,Fall,2023-fa,IHLT,375,Interdis Collab in Health Serv,LEC,20,24,4,0,0,2,0,0,0,0,0,0,0,0,50,"DiFilippo, Kristen N"
2023,Fall,2023-fa,IHLT,474,Pre-Field Experience in Health,LCD,0,38,0,0,3,0,0,4,0,0,0,0,1,0,46,"Frasca, Elizabeth A"
2023,Fall,2023-fa,IHLT,474,Pre-Field Experience in Health,LCD,0,45,0,0,1,0,0,0,0,0,0,0,0,0,46,"Frasca, Elizabeth A"
2023,Fall,2023-fa,INFO,333,User Exp Design In Action,OLC,3,34,7,4,7,2,0,2,2,1,2,2,1,1,67,"Ginger, Jeffrey A"
2023,Fall,2023-fa,INFO,407,Intro Prog Python for Data Sci,ONL,52,24,3,3,4,0,3,2,0,1,1,0,2,0,95,"Delgado Ramos, Daniela"
2023,Fall,2023-fa,IS,100,Exploring the iSchool,LCD,34,5,2,0,1,0,0,0,0,0,0,0,0,0,42,"Lehman, Lauryn G"
2023,Fall,2023-fa,IS,100,Exploring the iSchool,LCD,34,16,4,2,2,1,1,0,0,0,1,0,0,0,61,"Kittl, Kiona M"
2023,Fall,2023-fa,IS,100,Exploring the iSchool,LCD,48,19,8,6,4,2,2,0,0,0,0,0,0,0,89,"Kittl, Kiona M"
2023,Fall,2023-fa,IS,101,Intro to Information Sciences,OLC,120,58,9,5,4,0,0,0,0,0,0,0,1,0,197,"Pintar, Judith A"
2023,Fall,2023-fa,IS,142,Social Hist. of Games & Gaming,LCD,0,18,3,1,1,0,1,1,1,0,0,0,1,0,27,"Dubin, David S"
2023,Fall,2023-fa,IS,200,Career Exploration,LCD,44,7,3,0,0,0,0,0,0,0,0,1,0,0,55,"Hodson, Rebecca R"
2023,Fall,2023-fa,IS,200,Career Exploration,LCD,38,7,2,0,1,1,1,0,0,0,0,0,0,0,50,"Hodson, Rebecca R"
2023,Fall,2023-fa,IS,202,Social Aspects Info Tech,LEC,35,92,43,19,12,3,3,8,0,0,0,0,2,0,217,"Sanfilippo, Madelyn R"
2023,Fall,2023-fa,IS,203,Analytical Fndts Info Problems,LCD,15,9,14,7,11,7,1,8,4,3,1,0,3,0,83,"Batzloff, Brandon"
2023,Fall,2023-fa,IS,204,Research Design Info Sciences,LCD,21,6,0,0,0,1,0,0,0,0,0,0,0,0,28,"Besser, Stephanie A"
2023,Fall,2023-fa,IS,204,Research Design Info Sciences,LCD,9,8,4,2,1,1,0,2,0,0,0,0,1,0,28,"Kendall, Lori S"
2023,Fall,2023-fa,IS,204,Research Design Info Sciences,ONL,2,8,6,3,3,1,0,0,1,0,0,0,1,0,25,"LaRue, Elizabeth M"
2023,Fall,2023-fa,IS,204,Research Design Info Sciences,ONL,4,5,12,2,4,0,1,0,1,0,0,0,0,0,29,"LaRue, Elizabeth M"
2023,Fall,2023-fa,IS,205,Program for Info Problems,LCD,0,21,4,0,2,3,0,2,0,0,2,0,1,0,35,"Wickes, Elizabeth D"
2023,Fall,2023-fa,IS,205,Program for Info Problems,LCD,0,6,11,3,0,1,0,0,0,0,0,0,2,0,23,"Alicea, Bradly J"
2023,Fall,2023-fa,IS,206,Intro Database Concepts & Apps,LEC,2,32,13,9,7,4,1,5,4,0,0,1,4,2,82,"Zhang, Yang"
2023,Fall,2023-fa,IS,226,Introduction to HCI,LCD,1,12,8,4,2,0,2,0,0,2,0,0,0,0,31,"Huang, Yun"
2023,Fall,2023-fa,IS,226,Introduction to HCI,LCD,0,24,5,1,0,0,2,0,0,0,0,0,0,0,32,"Hendricks, Renee M"
2023,Fall,2023-fa,IS,229,Web Design Fundamentals,ONL,0,33,0,0,1,0,0,1,0,0,0,0,0,0,35,"MacMullen, Thomas C"
2023,Fall,2023-fa,IS,236,User Research & Evaluation,LCD,1,23,6,3,0,0,0,0,0,0,0,0,0,0,33,"Wang, Yang"
2023,Fall,2023-fa,IS,305,Program for Info Problems II,LCD,1,16,0,0,2,1,0,0,0,0,0,0,1,0,21,"Wickes, Elizabeth D"
2023,Fall,2023-fa,IS,308,"Race, Gender, and Info Tech",LCD,0,10,4,2,2,4,3,1,0,1,1,0,2,2,30,"Mussulman, David E"
2023,Fall,2023-fa,IS,309,Computers and Culture,LCD,1,21,7,2,2,0,0,0,0,0,1,0,0,0,34,"Duffy, Damian S"
2023,Fall,2023-fa,IS,310,Computing in the Humanities,LCD,0,20,3,1,0,1,0,1,0,0,1,0,0,0,27,"Dubin, David S"
2023,Fall,2023-fa,IS,310,Computing in the Humanities,LCD,5,8,7,2,1,0,0,0,0,0,0,1,0,0,24,"Shang, Wenyi"
2023,Fall,2023-fa,IS,311,History Fndts of Info Society,LCD,0,17,6,1,2,0,0,1,0,1,1,0,0,0,29,"Wolske, Martin B"
2023,Fall,2023-fa,IS,312,Reading and Writing Data,LCD,3,12,3,5,1,0,0,0,0,0,0,0,0,0,24,"Kollmer, Matthew J"
2023,Fall,2023-fa,IS,327,Concepts of Machine Learning,LCD,2,17,9,8,5,5,1,0,0,0,1,0,0,1,48,"Ma, Jiaqi"
2023,Fall,2023-fa,IS,340,Project Management,LCD,0,7,7,3,1,0,4,0,0,0,0,0,1,0,23,"Alicea, Bradly J"
2023,Fall,2023-fa,IS,357,Intro to Data Storytelling,LCD,8,11,5,1,1,1,1,0,0,0,0,0,0,0,28,"Lundy, Morgan E"
2023,Fall,2023-fa,IS,401,Intro to Network Systems,LCD,4,3,0,4,2,4,0,1,0,0,0,1,2,0,21,"Wolske, Martin B"
2023,Fall,2023-fa,IS,407,Introduction to Data Science,ONL,4,17,0,1,0,0,0,0,0,0,0,0,0,0,22,"Seo, JooYoung"
2023,Fall,2023-fa,IS,409,Web Technologies & Techniques,LCD,0,16,2,2,1,0,0,0,1,0,0,0,0,0,22,"Rusch, Adam P"
2023,Fall,2023-fa,IS,413,Teen Materials,ONL,16,4,2,0,0,0,0,0,0,0,0,0,1,0,23,"Betts-Green, Crystal D"
2023,Fall,2023-fa,IS,418,Community Engagement,ONL,0,15,4,1,0,0,1,0,0,0,0,0,0,0,21,"Knutson, Ellen M"
2023,Fall,2023-fa,IS,419,Entrepreneurial IT Design,LCD,4,13,7,0,3,0,0,0,0,0,0,0,0,0,27,"Twidale, Michael B"
2023,Fall,2023-fa,IS,430,Foundations Info Processing,ONL,14,8,2,3,0,1,0,0,0,0,0,0,1,0,29,"Trainor, Kevin"
2023,Fall,2023-fa,IS,445,Data Visualization,LCD,0,47,2,0,0,1,0,0,0,0,0,0,0,0,50,"Turk, Matthew J"
2023,Fall,2023-fa,IS,445,Data Visualization,LCD,0,60,6,2,3,2,1,2,0,0,0,0,0,1,76,"Naiman, Jill P"
2023,Fall,2023-fa,IS,446,Systems Analysis and Design,LCD,23,5,1,1,2,0,0,0,0,0,0,0,0,0,32,"Trainor, Kevin"
2023,Fall,2023-fa,IS,457,Data Storytelling,LCD,0,31,1,1,1,0,0,0,0,0,0,0,0,0,34,"Naiman, Jill P"
2023,Fall,2023-fa,IS,467,Ethics & Policy for Data Scien,LCD,9,7,1,2,2,2,2,0,0,0,0,0,0,0,25,"Darch, Peter T"
2023,Fall,2023-fa,IS,471,Instruc Strat Tech Info Prof,ONL,12,7,0,0,3,0,0,0,0,0,0,0,0,0,22,"Wong, Melissa A"
2023,Fall,2023-fa,IS,477,"Data Mgmt, Curation, & Reprodu",LCD,11,24,11,2,0,4,0,0,0,0,0,0,0,0,52,"Ludaescher, Bertram"
2023,Fall,2023-fa,IS,501,Reference and Info Services,LCD,3,19,0,0,0,1,0,0,0,0,0,0,0,0,23,"Woodard, Beth S"
2023,Fall,2023-fa,IS,501,Reference and Info Services,ONL,10,14,0,0,1,0,0,0,0,0,0,0,0,0,25,"Wong, Melissa A"
2023,Fall,2023-fa,IS,501,Reference and Info Services,ONL,0,18,2,1,0,0,2,0,0,0,0,0,0,0,23,"Alvarez, Barbara A"
2023,Fall,2023-fa,IS,504,Sociotechnical Info Systems,LCD,0,70,2,0,0,0,0,0,0,0,0,0,1,0,73,"Rusch, Adam P"
2023,Fall,2023-fa,IS,505,Info Org and Access,LCD,0,38,5,3,1,0,0,0,0,0,0,0,1,0,48,"Wickett, Karen M"
2023,Fall,2023-fa,IS,505,Info Org and Access,ONL,7,2,34,2,3,0,0,0,0,0,0,0,1,0,49,"Schneider, Jodi A"
2023,Fall,2023-fa,IS,507,"Data, Stat, Info",LCD,1,21,6,0,12,1,1,0,0,0,0,0,0,0,42,"Wang, Haohan"
2023,Fall,2023-fa,IS,509,History and Foundations of IS,LCD,6,16,3,4,2,0,0,0,0,0,0,0,0,0,31,"Darch, Peter T"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,LCD,0,20,0,0,4,0,0,0,0,0,0,0,1,0,25,"Ocepek, Melissa G"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,LCD,0,16,2,2,3,1,0,0,0,0,0,0,0,1,24,"Bonn, Maria S"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,ONL,0,20,1,1,2,0,0,0,0,0,0,0,0,0,24,"Comstock, Sharon L"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,ONL,0,19,1,2,1,0,0,0,0,0,0,0,0,0,23,"Tilley, Carol L"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,ONL,6,16,0,1,1,0,0,0,1,0,0,0,0,0,25,"La Barre, Kathryn A"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,ONL,5,13,4,1,1,0,0,0,0,0,0,0,0,0,24,"La Barre, Kathryn A"
2023,Fall,2023-fa,IS,510,Libraries Info and Society,ONL,0,20,2,0,1,0,0,0,0,0,0,0,0,0,23,"Kritikos, Katie C"
2023,Fall,2023-fa,IS,515,Information Modeling,LCD,3,20,14,2,0,0,0,0,0,0,0,0,0,0,39,"Ludaescher, Bertram"
2023,Fall,2023-fa,IS,523,Preserving Info Resources,LCD,0,17,3,2,0,0,1,0,0,0,0,0,1,1,24,"Teper, Jennifer H"
2023,Fall,2023-fa,IS,532,School Library Management,ONL,3,12,2,1,1,0,1,0,0,0,0,0,1,0,21,"Codell, Esme R"
2023,Fall,2023-fa,IS,543,Digital Preservation,ONL,0,22,5,0,1,0,0,1,0,0,0,0,0,0,29,"Maemura, Emily"
2023,Fall,2023-fa,IS,544,Adm Mgt of Libs Info Centers,ONL,0,24,4,0,1,0,0,0,0,0,0,0,0,0,29,"Alvarez, Barbara A"
2023,Fall,2023-fa,IS,551,Youth Services Librarianship,ONL,0,14,10,0,1,0,0,0,0,0,0,0,0,0,25,"Tilley, Carol L"
2023,Fall,2023-fa,IS,567,Text Mining,LCD,0,32,1,1,0,0,0,0,0,0,0,0,0,0,34,"Kilicoglu, Halil"
2023,Fall,2023-fa,IS,571,Info Services for Diverse User,ONL,0,22,2,0,1,0,0,0,0,0,0,0,0,0,25,"Alvarez, Barbara A"
2023,Fall,2023-fa,IS,577,Data Mining,LBD,11,22,4,0,0,1,0,0,0,0,0,0,0,0,38,"He, Jing Rui"
2023,Fall,2023-fa,IS,585,Bibliographic Metadata,ONL,12,10,0,1,0,0,0,0,0,0,0,0,0,0,23,"Bothmann, Robert L"
2023,Fall,2023-fa,IS,593,Archival Arrang and Descrip,ONL,1,18,4,2,0,0,0,0,0,0,0,0,0,0,25,"Abney, Ann C"
2023,Fall,2023-fa,IS,594,Project Management,LCD,17,9,0,3,0,1,0,0,0,0,0,1,0,0,31,"Trainor, Kevin"
2023,Fall,2023-fa,ITAL,156,Exploring Rome,LCD,14,28,3,2,3,0,0,3,0,1,0,1,1,0,56,"Rota, Emanuel"
2023,Fall,2023-fa,ITAL,240,Italy Middle Ages & Renaiss,LCD,0,17,6,2,1,2,0,1,0,0,0,0,0,0,29,"Stoppino, Eleonora"
2023,Fall,2023-fa,JAPN,201,Elementary Japanese I,LEC,6,5,1,1,1,3,1,0,1,1,0,0,1,0,21,"Zeng, Hanyun"
2023,Fall,2023-fa,JOUR,101,Interactive Media & You,ONL,33,29,5,2,3,3,0,0,0,0,0,0,1,0,76,"Ball, Christopher A"
2023,Fall,2023-fa,JOUR,102,Surviving Social Media,LCD,13,3,1,1,1,0,1,1,0,0,1,0,0,0,22,"Goncalves, Alexandre A"
2023,Fall,2023-fa,JOUR,161,Intro to Sports Journalism,LCD,8,6,5,0,1,0,0,0,0,0,1,0,1,0,22,"Erdey, Kenneth R"
2023,Fall,2023-fa,JOUR,200,Introduction to Journalism,ONL,67,87,43,13,14,8,9,4,3,0,2,0,5,0,255,"Ng, Yee Man Margare"
2023,Fall,2023-fa,JOUR,200,Introduction to Journalism,LCD,0,2,11,3,2,3,0,4,0,0,0,0,1,0,26,"Averett, Nancy J"
2023,Fall,2023-fa,JOUR,205,History of American Journalism,LCD,8,11,12,8,14,5,5,1,2,0,0,0,0,0,66,"Garza, Melita M"
2023,Fall,2023-fa,JOUR,250,Journalism Ethics & Diversity,LCD,0,22,1,2,6,2,1,2,0,0,0,0,0,0,36,"Garza, Melita M"
2023,Fall,2023-fa,JOUR,311,Media Law,LCD,0,8,6,4,4,2,0,0,0,0,0,0,0,0,24,"Heuman, Joshua M"
2023,Fall,2023-fa,JOUR,427,Broadcast Meteorology,OLC,0,11,3,2,6,0,0,1,0,0,0,0,2,1,25,"Kieser, Edward A"
2023,Fall,2023-fa,JOUR,451,Research Methods in Journalism,LCD,9,11,3,1,4,0,0,0,0,0,0,0,1,0,29,"Ball, Christopher A"
2023,Fall,2023-fa,KIN,100,Walking and Movement Wellness,LAB,0,20,0,0,2,0,0,1,0,0,0,0,0,0,23,"Szamocki, Madelyn R"
2023,Fall,2023-fa,KIN,100,Walking and Movement Wellness,LAB,0,19,0,0,3,0,0,2,0,0,0,0,1,1,25,"North, Jonathan R"
2023,Fall,2023-fa,KIN,100,Walking and Movement Wellness,LAB,0,22,0,0,1,0,0,1,0,0,1,0,0,0,25,"Szamocki, Madelyn R"
2023,Fall,2023-fa,KIN,100,Walking and Movement Wellness,LAB,15,3,0,2,0,0,0,1,0,0,0,0,0,0,21,"Woods, Mary E"
2023,Fall,2023-fa,KIN,100,YOGA,LAB,8,12,1,2,0,0,0,0,0,0,0,0,0,0,23,"Soto, Yuliana"
2023,Fall,2023-fa,KIN,100,YOGA,LAB,0,24,0,0,1,0,0,0,0,0,0,0,1,0,26,"Voss, Stephanie M"
2023,Fall,2023-fa,KIN,100,YOGA,LAB,0,22,0,0,0,0,0,1,0,0,0,0,0,1,23,"Voss, Stephanie M"
2023,Fall,2023-fa,KIN,102,Bowling,LAB,0,32,0,0,2,0,0,2,0,0,2,0,0,0,38,"Cuadra-Arguello, Brendama"
2023,Fall,2023-fa,KIN,102,Bowling,LAB,0,35,0,0,2,0,0,0,0,0,0,0,0,0,37,"Cuadra-Arguello, Brendama"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,32,0,0,1,0,0,0,0,0,0,0,0,1,33,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,38,0,0,2,0,0,2,0,0,0,0,1,1,43,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,48,0,0,1,0,0,3,0,0,0,0,0,0,52,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,48,0,0,1,0,0,0,0,0,0,0,1,0,50,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,50,0,0,1,0,0,0,0,0,0,0,1,1,52,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,32,0,0,1,0,0,0,0,0,0,0,0,0,33,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,51,0,0,1,0,0,0,0,0,0,0,0,0,52,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,38,0,0,3,0,0,0,0,0,0,0,0,0,41,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,43,0,0,0,0,0,1,0,0,0,0,1,0,45,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,104,Ice Skating,LAB,0,38,0,0,1,0,0,1,0,0,0,0,1,0,41,"Clarke, Caitlin L"
2023,Fall,2023-fa,KIN,108,Stress Management,ONL,147,36,21,8,4,4,4,2,1,1,0,0,4,0,232,"Ensign, Julene M"
2023,Fall,2023-fa,KIN,108,Stress Management,ONL,167,42,32,16,9,10,9,2,5,2,2,2,13,2,311,"Ensign, Julene M"
2023,Fall,2023-fa,KIN,109,Volleyball,LAB,0,33,0,0,0,0,0,1,0,0,0,0,0,0,34,"Huang, Kathryn F"
2023,Fall,2023-fa,KIN,109,Basketball,LAB,0,29,0,0,1,0,0,0,0,0,0,0,0,0,30,"Weidenhamer, Clay"
2023,Fall,2023-fa,KIN,109,Basketball,LAB,0,21,0,0,1,0,0,1,0,0,0,0,1,0,24,"Weidenhamer, Clay"
2023,Fall,2023-fa,KIN,109,Basketball,LAB,0,24,1,1,0,0,0,0,0,0,0,0,0,0,26,"Zhou, Peng"
2023,Fall,2023-fa,KIN,109,Basketball,LAB,0,18,1,2,0,0,1,0,0,0,0,0,0,0,22,"Zhou, Peng"
2023,Fall,2023-fa,KIN,122,Physical Activity and Health,LEC,4,41,18,8,15,9,2,4,1,0,0,1,0,0,103,"Wolff, Whitney L"
2023,Fall,2023-fa,KIN,122,Physical Activity and Health,ONL,83,118,112,40,20,9,6,2,2,2,0,0,1,0,395,"Couture, Jesse"
2023,Fall,2023-fa,KIN,125,Orientation KIN & Comm Health,DIS,0,138,0,0,2,0,0,0,0,0,0,0,0,0,140,"O'Neill, Amy"
2023,Fall,2023-fa,KIN,140,Social Sci of Human Movement,LEC,37,45,22,6,6,6,7,2,2,2,0,0,0,0,135,"Pindus, Dominika M"
